# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	86642	87652	+	WP_011915695.1	WP_011915695.1		type III-A CRISPR-associated RAMP protein Csm4	csm4		CSAC_RS00375	1011	336	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	87642	88808	+					csm5		CSAC_RS00380	1167		old_locus_tag=Csac_0079
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	87642	88808	+	WP_011915696.1	WP_011915696.1		type III-A CRISPR-associated RAMP protein Csm5	csm5		CSAC_RS00380	1167	388	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	88826	89428	+							CSAC_RS00385	603		old_locus_tag=Csac_0080
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	88826	89428	+	WP_228369939.1	WP_228369939.1		hypothetical protein			CSAC_RS00385	603	200	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	89762	90178	-							CSAC_RS00395	417		old_locus_tag=Csac_0081
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	89762	90178	-	WP_011915698.1	WP_011915698.1		type II toxin-antitoxin system HicB family antitoxin			CSAC_RS00395	417	138	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	90267	90449	-							CSAC_RS00400	183		old_locus_tag=Csac_0082
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	90267	90449	-	WP_011915699.1	WP_011915699.1		type II toxin-antitoxin system HicA family toxin			CSAC_RS00400	183	60	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	91213	92247	-							CSAC_RS00405	1035		old_locus_tag=Csac_0083
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	91213	92247	-	WP_228369941.1	WP_228369941.1		Rpn family recombination-promoting nuclease/putative transposase			CSAC_RS00405	1035	344	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	92392	92577	-							CSAC_RS14935	186		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	92392	92577	-	WP_041722418.1	WP_041722418.1		hypothetical protein			CSAC_RS14935	186	61	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	92574	92783	-							CSAC_RS14940	210		old_locus_tag=Csac_0084
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	92574	92783	-	WP_011915701.1	WP_011915701.1		hypothetical protein			CSAC_RS14940	210	69	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	92746	93018	-							CSAC_RS00420	273		old_locus_tag=Csac_0085
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	92746	93018	-	WP_011915702.1	WP_011915702.1		hypothetical protein			CSAC_RS00420	273	90	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	93783	94952	+							CSAC_RS00430	1170		old_locus_tag=Csac_0087
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	93783	94952	+	WP_011915703.1	WP_011915703.1		hypothetical protein			CSAC_RS00430	1170	389	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	95215	95613	+					csx20		CSAC_RS00435	399		old_locus_tag=Csac_0088
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	95215	95613	+	WP_011915704.1	WP_011915704.1		CRISPR-associated protein Csx20	csx20		CSAC_RS00435	399	132	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	95658	97085	+					csx1		CSAC_RS00440	1428		old_locus_tag=Csac_0089
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	95658	97085	+	WP_011915705.1	WP_011915705.1		CRISPR-associated CARF protein Csx1	csx1		CSAC_RS00440	1428	475	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	97392	97745	-					spoVAE		CSAC_RS00445	354		old_locus_tag=Csac_0090
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	97392	97745	-	WP_011915706.1	WP_011915706.1		stage V sporulation protein AE	spoVAE		CSAC_RS00445	354	117	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	97787	98800	-					spoVAD		CSAC_RS00450	1014		old_locus_tag=Csac_0091
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	97787	98800	-	WP_011915707.1	WP_011915707.1		stage V sporulation protein AD	spoVAD		CSAC_RS00450	1014	337	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	98849	99307	-					spoVAC		CSAC_RS00455	459		old_locus_tag=Csac_0092
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	98849	99307	-	WP_011915708.1	WP_011915708.1		stage V sporulation protein AC	spoVAC		CSAC_RS00455	459	152	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	99520	99732	+							CSAC_RS00460	213		old_locus_tag=Csac_0093
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	99520	99732	+	WP_011915709.1	WP_011915709.1		DUF1659 domain-containing protein			CSAC_RS00460	213	70	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	99799	100008	+							CSAC_RS00465	210		old_locus_tag=Csac_0094
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	99799	100008	+	WP_011915710.1	WP_011915710.1		DUF2922 domain-containing protein			CSAC_RS00465	210	69	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	100101	100250	+							CSAC_RS14305	150		old_locus_tag=Csac_3001
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	100101	100250	+	WP_011915711.1	WP_011915711.1		YvrJ family protein			CSAC_RS14305	150	49	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	100328	100840	+							CSAC_RS00470	513		old_locus_tag=Csac_0095
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	100328	100840	+	WP_011915712.1	WP_011915712.1		hypothetical protein			CSAC_RS00470	513	170	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	101485	103275	-							CSAC_RS00480	1791		old_locus_tag=Csac_0097
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	101485	103275	-	WP_011915713.1	WP_011915713.1		ATP-binding protein			CSAC_RS00480	1791	596	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	103295	105175	-							CSAC_RS00485	1881		old_locus_tag=Csac_0098
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	103295	105175	-	WP_011915714.1	WP_011915714.1		hypothetical protein			CSAC_RS00485	1881	626	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	105344	106291	-							CSAC_RS00490	948		old_locus_tag=Csac_0099
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	105344	106291	-	WP_011915667.1	WP_011915667.1		ISNCY-like element ISCsa7 family transposase			CSAC_RS00490	948	315	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	106745	107422	-					queC		CSAC_RS00495	678		old_locus_tag=Csac_0100
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	106745	107422	-	WP_011915715.1	WP_011915715.1		7-cyano-7-deazaguanine synthase QueC	queC		CSAC_RS00495	678	225	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	107458	107832	-							CSAC_RS00500	375		old_locus_tag=Csac_0101
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	107458	107832	-	WP_011915716.1	WP_011915716.1		Rid family detoxifying hydrolase			CSAC_RS00500	375	124	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	107874	108272	-							CSAC_RS00505	399		old_locus_tag=Csac_0102
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	107874	108272	-	WP_011915717.1	WP_011915717.1		zinc ribbon domain-containing protein			CSAC_RS00505	399	132	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	108440	108634	+							CSAC_RS00510	195		old_locus_tag=Csac_0103
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	108440	108634	+	WP_011915718.1	WP_011915718.1		MoaD/ThiS family protein			CSAC_RS00510	195	64	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	108656	109567	+							CSAC_RS00515	912		old_locus_tag=Csac_0104
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	108656	109567	+	WP_011915719.1	WP_011915719.1		TIGR00269 family protein			CSAC_RS00515	912	303	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	109638	110291	-					queE		CSAC_RS00520	654		old_locus_tag=Csac_0105
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	109638	110291	-	WP_011915720.1	WP_011915720.1		putative 7-carboxy-7-deazaguanine synthase QueE	queE		CSAC_RS00520	654	217	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	111028	111291	+							CSAC_RS00525	264		old_locus_tag=Csac_0106
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	111028	111291	+	WP_011915721.1	WP_011915721.1		hypothetical protein			CSAC_RS00525	264	87	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	111281	111910	+							CSAC_RS00530	630		old_locus_tag=Csac_0107
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	111281	111910	+	WP_011915722.1	WP_011915722.1		nucleotidyl transferase AbiEii/AbiGii toxin family protein			CSAC_RS00530	630	209	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	111978	112385	+							CSAC_RS00535	408		old_locus_tag=Csac_0108
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	111978	112385	+	WP_011915723.1	WP_011915723.1		DUF1284 domain-containing protein			CSAC_RS00535	408	135	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	112454	113401	+							CSAC_RS00540	948		old_locus_tag=Csac_0109
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	112454	113401	+	WP_011915724.1	WP_011915724.1		biotin--[acetyl-CoA-carboxylase] ligase			CSAC_RS00540	948	315	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	113409	114536	+					folP		CSAC_RS00545	1128		old_locus_tag=Csac_0110
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	113409	114536	+	WP_011915725.1	WP_011915725.1		dihydropteroate synthase	folP		CSAC_RS00545	1128	375	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	114559	114756	+							CSAC_RS00550	198		old_locus_tag=Csac_0111
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	114559	114756	+	WP_011915726.1	WP_011915726.1		DUF3006 domain-containing protein			CSAC_RS00550	198	65	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	114787	115257	+					folK		CSAC_RS00555	471		old_locus_tag=Csac_0112
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	114787	115257	+	WP_011915727.1	WP_011915727.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		CSAC_RS00555	471	156	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	115276	116061	+							CSAC_RS00560	786		old_locus_tag=Csac_0113
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	115276	116061	+	WP_148203699.1	WP_148203699.1		SDR family oxidoreductase			CSAC_RS00560	786	261	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	116081	116635	+							CSAC_RS00565	555		old_locus_tag=Csac_0114
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	116081	116635	+	WP_011915729.1	WP_011915729.1		Uma2 family endonuclease			CSAC_RS00565	555	184	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	116666	118018	+							CSAC_RS00570	1353		old_locus_tag=Csac_0115
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	116666	118018	+	WP_011915730.1	WP_011915730.1		hypothetical protein			CSAC_RS00570	1353	450	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	118075	118743	+							CSAC_RS00575	669		old_locus_tag=Csac_0116
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	118075	118743	+	WP_011915731.1	WP_011915731.1		PspA/IM30 family protein			CSAC_RS00575	669	222	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	118959	121265	+							CSAC_RS00580	2307		old_locus_tag=Csac_0117
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	118959	121265	+	WP_011915732.1	WP_011915732.1		serine/threonine-protein phosphatase			CSAC_RS00580	2307	768	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	121234	122331	+					spoIID		CSAC_RS00585	1098		old_locus_tag=Csac_0118
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	121234	122331	+	WP_011915733.1	WP_011915733.1		stage II sporulation protein D	spoIID		CSAC_RS00585	1098	365	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	122361	122762	+							CSAC_RS00590	402		old_locus_tag=Csac_0119
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	122361	122762	+	WP_011915734.1	WP_011915734.1		hypothetical protein			CSAC_RS00590	402	133	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	122713	123309	+							CSAC_RS00595	597		old_locus_tag=Csac_0120
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	122713	123309	+	WP_011915735.1	WP_011915735.1		hypothetical protein			CSAC_RS00595	597	198	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	123449	124384	+							CSAC_RS00600	936		old_locus_tag=Csac_0121
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	123449	124384	+	WP_011915736.1	WP_011915736.1		hypothetical protein			CSAC_RS00600	936	311	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	124461	126083	-							CSAC_RS00605	1623		old_locus_tag=Csac_0122
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	124461	126083	-	WP_011915737.1	WP_011915737.1		NAD+ synthase			CSAC_RS00605	1623	540	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	126103	126549	-							CSAC_RS00610	447		old_locus_tag=Csac_0123
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	126103	126549	-	WP_011915738.1	WP_011915738.1		nucleotidyltransferase domain-containing protein			CSAC_RS00610	447	148	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	126619	128145	-							CSAC_RS00615	1527		old_locus_tag=Csac_0124
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	126619	128145	-	WP_011915739.1	WP_011915739.1		response regulator			CSAC_RS00615	1527	508	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	128142	129878	-							CSAC_RS00620	1737		old_locus_tag=Csac_0125
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	128142	129878	-	WP_011915740.1	WP_011915740.1		sensor histidine kinase			CSAC_RS00620	1737	578	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	130143	131492	+							CSAC_RS00625	1350		old_locus_tag=Csac_0126
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	130143	131492	+	WP_011915741.1	WP_011915741.1		extracellular solute-binding protein			CSAC_RS00625	1350	449	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	131608	132492	+							CSAC_RS00630	885		old_locus_tag=Csac_0127
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	131608	132492	+	WP_011915742.1	WP_011915742.1		sugar ABC transporter permease			CSAC_RS00630	885	294	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	132489	133328	+							CSAC_RS00635	840		old_locus_tag=Csac_0128
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	132489	133328	+	WP_011915743.1	WP_011915743.1		carbohydrate ABC transporter permease			CSAC_RS00635	840	279	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	133468	135909	+							CSAC_RS00640	2442		old_locus_tag=Csac_0129
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	133468	135909	+	WP_011915744.1	WP_011915744.1		glycoside hydrolase family 2 protein			CSAC_RS00640	2442	813	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	136146	136331	+							CSAC_RS14945	186		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	136146	136331	+	WP_228369944.1	WP_228369944.1		hypothetical protein			CSAC_RS14945	186	61	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	136289	137980	+							CSAC_RS00645	1692		old_locus_tag=Csac_0130
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	136289	137980	+	WP_228369945.1	WP_228369945.1		glycoside hydrolase family 15 protein			CSAC_RS00645	1692	563	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	138046	138279	-							CSAC_RS00650	234		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	138046	138279	-	WP_049754821.1	WP_049754821.1		hypothetical protein			CSAC_RS00650	234	77	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	138449	139000	-							CSAC_RS00655	552		old_locus_tag=Csac_0131
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	138449	139000	-	WP_011915745.1	WP_011915745.1		hypothetical protein			CSAC_RS00655	552	183	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	139120	139689	-							CSAC_RS00660	570		old_locus_tag=Csac_0132
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	139120	139689	-	WP_228369946.1	WP_228369946.1		hypothetical protein			CSAC_RS00660	570	189	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	139658	139951	-							CSAC_RS00665	294		old_locus_tag=Csac_0133
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	139658	139951	-	WP_011915747.1	WP_011915747.1		hypothetical protein			CSAC_RS00665	294	97	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	140322	141536	+							CSAC_RS00670	1215		old_locus_tag=Csac_0134
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	140322	141536	+	WP_011915748.1	WP_011915748.1		glycosyltransferase family 4 protein			CSAC_RS00670	1215	404	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	141573	142249	+							CSAC_RS14950	677		partial;pseudo
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	141573	142249	+				nucleotidyltransferase family protein			CSAC_RS14950	677		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	142334	143689	+							CSAC_RS14955	1356		old_locus_tag=Csac_0136
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	142334	143689	+	WP_228370041.1	WP_228370041.1		hypothetical protein			CSAC_RS14955	1356	451	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	143779	144765	+							CSAC_RS00680	987		old_locus_tag=Csac_0137
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	143779	144765	+	WP_011915750.1	WP_011915750.1		cellulase family glycosylhydrolase			CSAC_RS00680	987	328	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	144909	145364	+							CSAC_RS00685	456		old_locus_tag=Csac_0138
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	144909	145364	+	WP_011915751.1	WP_011915751.1		VanZ family protein			CSAC_RS00685	456	151	
